!Series_title	"Homo sapiens whole genome expression microarray of endometrium obtained from fertile and Infertile women with stage IV ovarian endometriosis and without endometriosis"
"A_23_P118002"	1.5120425	-1.1020093	-0.31021357	-0.033809185	0.72961664	0.5745759	0.17432642	-0.27219057	-0.20562792	0.097388744	-0.84631586	-0.06269312	0.084961414	-0.69900846	-0.048161983	0.018451214	-0.065829754	0.08258009	0.10823488	0.11475372	0.07723808	-0.21499205	-0.42360163	-0.018451214	-0.34897184	0.5084243	0.32331514	0.72677565	0.78857946	0.63743734	0.5917096	-3.45669	-4.631316	-3.4347887	0.65595865	-6.817542
"A_23_P118025"	-1.2253315	-1.0194433	1.4685886	0.19484448	-0.7530029	0.37733102	0.013836145	2.055836	2.077079	-0.045219183	0.9915793	2.5197995	0.24153495	0.7669585	0.14778161	-0.23403239	-0.37012362	-0.2756002	-1.501838	-1.4058673	-0.5991576	0.3847611	-0.5953157	-1.4838302	-1.1096494	-1.4141052	-1.2942078	0.68673396	0.021171331	-0.71413827	-0.48854184	3.563438	2.388812	3.6246014	-0.013836145	2.789252
"A_23_P118038"	0.18788671	2.1870265	0.010606289	1.7587295	2.0132117	-0.22417974	-0.15311956	0.0864625	0.09888315	-2.2904277	-0.37804747	-0.75519323	0.56966543	-0.17373705	-0.06437349	-0.010606289	-0.13543463	-0.21369028	1.9724364	2.0468788	2.013236	1.6825595	1.6416917	1.6616435	2.0818915	1.095305	1.3972383	-1.4498396	-1.5687604	-1.4301457	-1.769824	-0.2527163	-1.1718988	-0.23081493	1.2922845	-2.6868396
"A_23_P118042"	0.919858	0.86750126	3.0257015	0.045941353	-0.009846687	-0.25461674	-0.5059366	-0.13988304	-0.40801525	-0.3980446	0.44811153	0.008358002	0.07897568	0.46887302	-0.9168234	-1.05657	-0.8995247	-0.8123741	-0.82468414	0.057665348	-0.69989586	0.15820694	-0.008358002	0.076420784	-0.75072956	-0.4754629	-0.6359577	1.0427413	1.4274874	0.97732735	1.1788149	1.9644349	1.1808453	3.3033016	-0.10609579	-1.6575284
"A_23_P11806"	-3.2206771	-0.35025716	-3.2782743	-3.3620718	-3.507737	0.1256144	0.20525098	-1.4547331	-2.2635262	-2.1609728	-3.3560998	-0.6353595	-1.6083815	-3.600909	-3.6964447	-3.8660676	-3.021784	-3.8254044	-0.1256144	0.5053079	0.16421628	1.4484494	1.5157554	1.8956878	0.7513864	0.42041898	0.53261685	1.5618026	1.1635764	1.2429354	1.5618904	2.82132	1.6466942	2.8432214	-3.0443194	0.30508208
"A_23_P118061"	1.1949878	0.504087	0.5772586	0.7060218	1.5856214	-0.07269812	-0.31448603	0.1261487	0.23056269	0.6033263	-0.21923399	0.39839983	0.24395514	0.25250196	-0.7730136	-1.0050979	-0.64183664	-0.40873194	0.034094334	0.046839714	-0.1238122	-0.037362576	-0.068048954	-0.034094334	0.06867075	0.50054693	0.40046644	-0.52536154	-0.28980017	-0.4309888	-0.46963263	-0.87420774	-2.0488336	-0.85230637	0.7560468	3.7450624
"A_23_P118065"	-3.3135242	1.7239175	-1.045238	-4.0660706	-4.058985	1.5927768	1.3088632	-0.007594585	-0.015265942	2.4490037	-4.467215	-4.444923	-2.9988961	-4.0982385	1.7075257	1.7517495	1.8097873	1.8385282	0.16538954	0.29999924	0.2592554	0.29296923	0.007594585	0.36293173	0.10963678	1.5544009	1.3803258	-1.559298	-1.3821044	-1.4658675	-1.4103284	-2.1486342	-3.32326	-2.1267328	-0.16530466	4.1325183
"A_23_P118086"	0.051843643	0.837018	2.9152355	-0.4042349	-0.020394325	-0.35943985	-0.31264114	0.19646645	0.2529707	0.020394325	-0.788188	-0.041983604	0.50677204	-0.5477848	-0.865592	-0.8331404	-0.78404045	-0.77708244	0.75698566	0.7325587	0.9141402	0.14089489	0.24285126	0.24542046	1.1821957	-0.64442444	-0.45712948	2.065692	1.7175264	1.9137545	1.7283039	-2.8169582	-3.991584	-2.7950568	-1.019042	-3.5398245
"A_23_P118095"	0.8623369	0.074368715	1.762438	-0.41120696	0.8956158	-1.3352692	-0.7745898	-1.2457173	-1.2006342	-0.6852286	-1.163954	-0.73833776	-0.5789993	-1.3003752	-1.8620694	-1.4317591	-1.6387403	-1.4186623	0.82426286	0.9370482	0.83994174	0.5992596	-0.029180288	-0.06827092	-0.18374085	0.029180288	0.47634292	1.0596135	1.1935589	1.3873756	1.0629847	2.9341373	3.5279167	2.9560387	0.6759417	-0.42671466
"A_23_P118105"	-0.5117588	-0.34526825	-1.3420858	-1.4150076	-0.31125355	0.26524544	0.14195251	0.23394299	0.22262383	0.42900467	-0.893384	-0.36655998	-0.17939377	-0.20032883	0.21397018	-0.117749214	0.3381834	0.5815029	0.53257656	0.555758	0.5562396	0.13204193	0.117749214	0.24654865	0.5376358	0.84733105	0.7207022	-1.0221672	-0.9421911	-0.90592575	-0.8145876	-3.4976108	5.012581	-3.4757094	-0.27662277	-3.7352571
"A_23_P118113"	0.12029791	0.08707476	1.3586783	-0.8659339	-0.06820059	-1.8716063	-1.8480239	-1.0905118	0.31078625	-0.72126055	-0.6904988	-2.0936189	-0.21671534	-0.9995918	-0.28785944	-0.4807968	-0.09805632	0.06820059	1.1158252	1.2534022	2.076311	1.0514054	1.5894351	1.1796908	1.3559432	-1.8937106	-0.71300936	-0.54680204	-0.1410675	-0.16156912	0.18823195	6.2037125	8.76695	6.428941	0.36245584	3.8848042
"A_23_P118122"	-1.1973438	-0.68023586	1.4781666	-1.5705066	-1.9539299	-0.52750397	-1.2916174	0.12582016	0.034564972	0.1552887	0.27600288	1.2034521	0.6273632	-0.034564972	0.640563	0.6730261	0.65106964	0.66763115	-2.97121	-2.8487458	-3.532084	-1.6834555	-1.5388474	-1.5003157	-2.5293818	-2.2833958	-2.0871801	0.9791479	1.0124569	0.95154953	0.8068371	2.3929589	0.25372267	-0.069450855	-0.19938469	3.927126
"A_23_P118135"	-0.87454844	-1.0313034	-1.9045477	0.43642712	-0.12215185	-0.36979818	0.29102087	-0.032314777	-0.05040121	-2.6535687	-0.1834116	0.6920018	0.84901667	0.7196841	1.9170213	1.5465617	1.7100625	1.8968577	0.06560278	-0.116639614	-0.15089512	-0.12662077	0.032314777	-0.0425272	0.16691494	2.059259	2.2871194	-0.5289445	-0.17443562	-0.7092118	-1.3187394	2.7781713	2.6247172	2.8000727	0.76952696	-0.5826807
"A_23_P118150"	-0.24981594	1.692317	-1.4625635	0.7210512	0.72178555	0.5664835	0.95771503	0.09198761	6.43E-04	0.4657135	-1.0018778	-1.1373463	-0.48037052	-0.9739065	0.3155489	0.22891235	0.30571747	0.11955166	-0.38442898	-0.47742605	-0.23096085	-6.43E-04	-0.054613113	-0.083161354	-0.5735884	0.89389133	1.0112305	-1.5087919	-1.3730679	-1.5483918	-1.6120949	-0.69838476	2.9213657	0.7365644	0.06424141	0.1887331
"A_23_P118158"	-0.5880575	-0.95264006	-0.97475004	2.229638	0.43339872	-1.4987941	-0.64344597	0.6486225	-0.30001163	-1.0404224	-0.7120185	-0.35985184	-0.23601246	-0.81629133	-1.0067	-2.3755941	-1.8459911	-2.6472292	0.5230198	0.708416	1.4507518	0.38452196	0.87626266	0.54946375	0.641593	-2.5581093	-1.3024912	2.3579779	2.8859363	1.1427469	0.23601246	5.414895	4.2402697	5.4367967	-0.4510727	7.6664333
"A_23_P118174"	-2.0438704	-0.0945735	0.50921535	-0.1479044	-0.32252216	0.62956667	0.6978164	0.34662962	0.258389	0.9418931	-1.7078242	-1.1830144	0.6737418	-1.6033621	-0.42277098	0.06964731	-0.06964731	-0.32300997	-1.9289289	-2.0793233	-1.7547584	-2.5302272	-1.2014322	-2.703897	-0.5306802	0.6263366	0.29110575	0.6515055	0.08042002	0.4131055	0.12678814	2.2942626	1.5560911	6.8090663	-1.0489979	0.85739946
"A_23_P118185"	0.065265656	0.5729208	-1.3358078	0.110159874	0.38580608	0.2453804	0.17904472	-0.11202526	6.26E-04	0.932744	-0.65133476	-0.99521065	-0.42939663	-0.6006031	0.37994957	0.38236523	0.38781643	0.42912388	-0.20042992	0.028478146	0.24323034	-0.3425436	-0.438035	-0.46085072	0.2627678	0.09582138	-6.26E-04	-0.5594301	-0.44850254	-0.40410042	-0.3588333	0.62087226	-2.1791604	-1.3593698	0.19263172	-4.742123
"A_23_P118195"	2.1710358	1.5098696	3.6764388	1.0533476	0.32606602	-2.9801493	-3.4880228	-2.3868995	-0.8155432	-1.544179	-1.7875271	-1.693903	-0.6799636	-0.95978594	-1.5136337	-2.7530298	-3.0362492	-3.1775064	-0.08309126	0.07976103	0.8518181	0.012010574	0.5389471	-0.012010574	0.3118906	-2.6003618	-1.0657606	0.86865854	0.8036423	0.63755035	0.71123505	5.0604305	3.885805	5.082332	-0.865726	1.6995788
"A_23_P118203"	0.78721046	1.5665779	0.08236885	0.02166462	-1.5926661	0.79162693	0.8443699	0.33621597	0.36311817	1.2299919	-0.9257183	-1.521183	-0.59996796	-0.38145733	-0.36540222	-0.12909031	-0.15465546	-0.24529839	0.0926857	0.20800924	0.20379591	0.46396542	0.47298813	0.5560789	0.03618908	-3.12399	-3.183817	0.007599831	-0.007599831	-0.01635933	-0.050959587	-0.9770582	-2.151684	0.39201522	-1.213211	-4.33791
"A_23_P118234"	0.15791178	-0.56332827	-0.29443884	-0.8123493	-0.15791178	-1.9419847	-2.4606652	-1.3011703	0.33052444	-0.9834838	-3.1638036	-1.2349553	-0.8231311	-2.01094	-0.33965015	-1.705112	-1.6556563	-1.9632478	1.1525645	1.3717217	2.1089149	1.0800858	1.5806365	1.3339643	1.3542657	-2.5843797	-2.8498683	4.753297	5.0300574	5.0166965	4.8974986	6.052457	4.8778305	6.074358	0.20983171	7.840154
"A_23_P118246"	-2.4177504	0.6764531	-1.5756931	-1.0699925	0.34275103	0.9425235	0.7825475	-0.07908487	-0.08402777	0.90840864	-3.0084462	-2.4392495	-0.09285307	-2.6731467	-1.3785233	-1.3608117	-1.3647532	-1.0602851	0.66689444	0.92865276	0.90749454	0.17790174	0.21510935	0.11596203	0.82574224	2.354094	2.246862	0.001902103	0.24270296	-0.001902103	-0.13811779	0.053627968	-1.5914695	-0.39494228	-0.8296294	1.3551774
"A_23_P118254"	0.44376087	0.33710146	2.8294415	1.5422301	0.014951229	-0.12811518	-0.077857494	0.75479364	0.427485	-1.01611	0.14303923	0.38408518	0.38397932	-0.014951229	-0.82997084	-0.50985765	-0.71974134	-0.71362734	-0.60455513	-2.27358	-1.5115838	-1.9763412	-0.7198868	-0.5212045	-2.10211	-1.3413687	-1.231854	1.8090014	1.4652395	1.7340155	2.5316043	2.5048492	5.720494	6.223035	0.433609	-0.8560028
"A_23_P118266"	0.8675642	0.45101833	-1.6835718	0.09851456	-0.8670721	0.42975998	0.6741524	-0.17598343	-0.088718414	-1.5983629	0.36878967	-0.62735367	-0.28255558	0.19946575	0.39056778	0.18224621	0.27132893	0.3600216	0.2065754	0.242414	0.22114515	-0.13267803	-0.22568035	-0.1763134	0.18287182	0.6910286	0.7576151	-1.4872503	-1.5700426	-1.4831915	-1.4389734	-3.4755104	-4.650136	-2.5853271	0.088718414	-6.8363624
"A_23_P118289"	-1.5545356	-0.4783113	-1.9034059	-0.23092628	0.71762586	0.5705836	0.51308465	0.9433377	0.917536	0.040938616	-0.13052344	-0.0669868	0.31444383	-0.09860206	0.14606023	0.2836821	0.25777745	0.14351106	0.19458461	0.36922908	0.34752345	-0.21648288	-0.122473	-0.07985616	0.45832086	0.7739718	0.96955323	-0.44499278	-0.48594165	-0.5496366	-2.05398	-0.5369954	-1.7116213	-0.040938616	-0.9374969	3.7669604
"A_23_P118300"	0.041279316	-1.0842147	-0.86398554	0.32947397	-0.032386303	0.043158054	0.27967405	0.020538807	0.17685461	0.34906244	-0.5284829	-0.7148032	-0.39353895	-0.643538	0.32667494	0.36323214	0.4622655	0.43310976	0.30807638	0.19499016	0.16554165	-0.11188555	-0.08283806	-0.020538807	0.377697	-0.34178495	-0.37845755	-1.2871718	-1.5514245	-1.5952463	-1.3301063	0.14533782	-1.029288	0.16723919	0.5522275	-3.2155142
"A_23_P118313"	0.5207062	-0.38751316	-1.9649496	-0.51247597	0.28327656	0.16898823	-0.1728363	-0.4500494	-0.26773262	0.6377144	0.07207012	0.59484196	9.16E-04	0.7799158	-0.05378723	-9.16E-04	-0.09292793	0.119342804	0.33750343	0.4227805	0.35925055	-0.08651447	-0.11653423	-0.221982	0.3572216	0.14686966	-0.022240639	0.5123577	-0.06140232	0.83749676	0.7352514	-3.5057266	-4.680352	-3.4838252	0.341156	-6.8665786
"A_23_P118327"	-0.95005894	0.06598568	-2.7879224	-0.7416668	-0.794405	1.1870193	1.7133341	0.25920773	0.25713634	-2.3950624	-0.06598568	-0.6220741	-0.627162	-0.22381973	1.594141	1.5256186	1.4620705	1.5459824	0.34455013	0.28151274	0.27457	0.55654716	0.47350788	0.43178082	0.37425423	0.906456	0.85442924	-1.529211	-1.3922539	-1.5568748	-1.4694133	-1.178786	-2.353412	-1.1568847	-0.18897629	-4.539638
"A_23_P118334"	-2.5026863	-0.21205497	-1.9582703	-0.4256704	0.002833128	-0.122939825	0.41787553	-0.28608775	-0.6357734	-3.0288184	0.6810658	-0.26404977	-0.15045428	-0.04486251	0.22553372	0.33277726	0.10987401	-0.002833128	1.4261158	1.5276468	1.7698853	1.829128	1.7569535	2.205104	1.5671818	0.8672049	0.7636368	-1.2177765	-0.422076	-0.82793736	-0.79162574	2.5407557	1.3661299	4.389268	-0.00364995	-0.82009625
"A_23_P118353"	-1.4702344	1.9763098	-1.1390924	0.053178787	-0.8838873	0.22759533	0.17287159	0.14350796	0.12052727	0.54798317	-0.7199192	-1.3846779	-1.2498188	-1.1997824	0.13470268	0.34024048	0.28638554	0.06947422	0.14727306	0.29091358	0.32645464	-0.4632187	-0.73277044	-0.17314768	0.06980991	0.027173042	-0.027173042	-4.219975	-2.14282	-2.4022536	-3.8363323	-0.28283668	1.3615394	1.0063059	-0.53538704	-3.6436887
"A_23_P118370"	-0.46812105	-0.7935262	2.0244403	0.42392445	-1.0460124	-1.3033834	-1.4311271	0.14767408	-0.033824444	-1.2164903	0.25540018	0.43534708	0.48122644	-0.095820904	0.26729822	0.20891714	0.09501028	0.033824444	-1.3368545	-1.5645566	-1.7808509	-0.899292	-1.1411982	-0.94030833	-1.105367	-1.4740162	-1.2805772	2.92211	3.0005765	2.7163882	2.022162	2.3201387	1.1455128	2.34204	0.27065325	-1.0407133
"A_23_P118392"	2.2386656	0.90776825	-0.5943928	1.7727795	1.2648401	-0.09262085	-0.42207718	-1.3275013	-1.3207693	-0.107530594	1.2665472	0.09262085	-1.8736582	1.3675537	-0.2218628	-0.17403412	-0.1827097	-0.1540947	0.4251461	0.42534876	0.38424444	-0.3113222	-0.45062923	-0.4691124	0.28733635	1.16185	0.8860216	0.25605297	0.16916752	0.27197838	0.37975883	-5.6773996	-6.852025	-5.655498	0.994751	-7.259502
"A_23_P118406"	-0.58866286	-1.2137725	-1.9774368	-0.18923068	-0.45219588	0.039090395	0.3108046	0.5358918	0.44620633	0.10667539	-0.5067661	-0.6158998	-0.6293256	-0.37619853	0.24439645	0.42634797	0.3589089	0.3713534	0.068505526	-0.14122128	-0.2215774	-0.11662841	-0.039090395	0.061443567	0.09329295	0.097583055	0.14972615	-1.962714	-1.9836924	-1.7587669	-1.5898321	0.047230244	6.9001465	3.3305264	0.17710137	-0.46779227
"A_23_P11841"	-0.024019957	-0.16189456	0.36594892	-0.515465	-0.6586921	-0.87380624	-1.0568068	-0.94538426	-1.2315681	-0.62328124	0.40727687	0.1988008	-0.5504887	0.024019957	-1.0914695	-0.30895495	-0.4607637	-0.43228412	0.26433063	0.38702083	0.33486652	-0.35780692	0.09098315	-0.43284488	-0.43008876	0.059542894	-0.15233827	0.3895371	0.8627889	0.55559945	0.7603433	3.5566497	2.3820238	10.4961195	0.23467088	0.19579768
"A_23_P118412"	-0.7440276	-0.095814705	1.2190847	-0.46639442	2.9096222	1.1253023	0.60185623	1.3409777	1.2719536	-0.15895844	0.3107891	1.1723957	1.2115736	0.9577427	0.006087303	0.13724613	-0.006087303	-0.19721985	-0.7465124	-0.9371686	-1.141057	-0.7417793	-0.3599081	-0.8030968	-0.3971715	-0.43146992	-0.57368755	2.1673393	2.2921352	2.4190598	2.291153	2.0100586	-0.7488971	0.35946512	-0.70586777	-2.5308914
"A_23_P118427"	-1.0309024	-0.24973154	-0.53165436	0.22660589	-0.37012577	-0.19107294	0.09288168	-0.027240276	-0.003031254	0.14061022	-0.30786657	-0.3031125	-0.03968954	-0.5691581	0.29066038	0.28034353	0.20486593	-0.06704283	0.65056086	0.73382807	0.65127325	0.7812748	0.82290363	0.9142451	0.5769234	0.16216612	0.26582193	-2.8504572	-2.7278905	-2.4671154	-2.1640363	4.294876	-0.21072173	0.9858055	0.003031254	-2.3969479
"A_23_P11843"	1.7500799	2.0822637	5.332741	1.4095104	2.2490613	0.15306544	-0.32774472	1.8302104	1.7695968	0.49504828	0.80253005	1.7158391	2.2722766	1.0839975	-1.0947421	-1.0988753	-1.0768988	-0.97110295	-1.0075247	-0.9069464	-1.1784761	-1.3469241	-1.368057	-1.3050735	-0.71895623	-0.4571383	-0.4912846	3.7368648	3.4567792	3.573651	3.3654134	-0.11142635	-1.2860522	-0.089524984	0.089524984	-3.4722784
"A_23_P118435"	1.0696692	2.4411588	0.2782321	1.167479	1.3472877	-0.1796565	0.05095911	-0.29800558	-0.0979085	0.34216166	-0.81503725	-0.23257971	0.04540682	-0.18252516	-0.04784727	-0.10224676	-0.04540682	-0.07060003	0.4551463	0.5111418	0.5377159	0.7014537	0.6240964	0.66970587	0.412354	0.24121046	0.4151702	-0.8141122	-0.78799963	-0.5613084	-0.45103598	-4.069523	-5.244149	-4.0476217	1.0637622	-7.430375
"A_23_P118451"	-0.76681376	0.3266244	2.0941586	-0.012534618	-0.13066149	-0.309381	-0.34152555	0.3869977	0.3028903	-0.5731139	0.098377705	-0.093698025	0.24715471	-0.18792391	-0.443892	-0.30408907	-0.45561743	-0.71379614	0.2892375	0.32072544	0.37369347	-0.16684914	-0.15514088	-0.29563427	0.48626328	0.012534618	-0.09094095	0.8656926	0.6584573	0.7949815	0.700006	0.80826354	-0.36636233	0.8301649	-0.45700693	1.6296515
"A_23_P118462"	0.18391943	-0.5738807	-1.5580001	-0.4304223	-0.04239607	0.19289541	8.68E-04	-0.07590437	-0.062411785	0.46662188	-0.24328089	-0.4222865	-0.11308241	0.04793787	0.032477856	-0.050547123	-8.68E-04	0.16309595	0.5981927	0.425807	0.3792305	0.38603354	0.3005786	0.3833375	0.48842573	0.95110273	0.83926344	-0.27704477	0.030703068	-0.12497187	-0.082093716	-3.4060633	-4.3298607	-1.3413923	0.59057	-5.48839
"A_23_P118516"	0.23536444	-0.863256	-1.662045	0.7451129	0.9853635	0.2671399	0.6706958	-0.23315859	-0.17361975	0.43393755	-0.27576113	-0.38643122	-0.43504667	0.05223608	0.653419	0.6421199	0.6091447	0.65754366	-0.83956814	-0.65882397	-0.807508	0.040997982	0.07529974	0.2103219	-0.7227521	-0.35901117	-0.25145292	-0.040997982	0.2531886	0.2400899	0.09766245	-0.92783856	-2.1024644	-0.9059372	0.58236074	-3.4599695
"A_23_P118536"	-0.9672103	-0.8282261	-2.0068283	0.11459684	0.4032979	-0.031923294	0.35804462	0.014360428	0.018701553	0.8246317	-0.728271	-0.8087311	-0.003721714	-0.6117883	0.750515	0.5875454	0.7065191	0.70011806	0.7339463	-0.119977	-0.28478956	0.003721714	-0.69695854	0.2226839	-0.24566936	-0.43843174	-0.3231907	-0.15319824	-0.25080204	-0.6353421	-0.5730705	2.3246148	1.1499889	2.3465161	0.7614331	1.2448254
"A_23_P118544"	0.96028805	0.5022936	-0.81929684	-0.10215473	-0.127532	0.14274406	0.10828781	-0.19444847	-0.10087299	0.18348503	0.33921337	0.63817596	1.1669188	0.28468323	-0.001220703	0.03896904	-0.10860157	0.049085617	-0.19002819	-0.19278383	-0.2363143	-0.004684448	-0.076545715	0.004908562	-0.052184105	-0.03833866	0.001220703	2.1634235	2.1255083	2.0336552	1.9226093	-4.7602262	-5.9348516	-4.7383246	0.40376568	-8.1210785
"A_23_P118552"	3.113343	1.7307298	0.4463241	1.5435941	0.9209869	0.11307502	0.1120193	-0.8599875	-0.7791512	0.766217	-0.7169936	-1.0983374	-0.9179995	-0.82017255	0.1430099	-0.2424233	-0.004163027	-0.08525586	-0.036507845	0.004163027	0.10275769	0.17996764	0.057239294	0.07227206	0.05931735	0.9030044	0.7329347	-0.6695111	-0.5421698	-0.6516259	-0.68898606	-3.0908642	-4.26549	-2.2680235	0.6975267	-6.4517164
"A_23_P118571"	2.2912645	-0.7893381	2.2945876	-1.400836	1.3327432	-0.20051575	-1.7103162	0.474586	0.04340172	-1.1097054	0.61535406	1.8824644	-0.42728567	0.47670174	-1.6608171	-1.5648909	-0.83949566	-0.4266944	-0.29685974	-0.14788723	0.606812	-0.007781982	0.46589994	-0.15472126	0.30950737	0.007781982	-0.028529167	-1.0185561	-0.7029257	0.48038292	-0.78138447	4.8682404	3.6936147	4.890142	2.1415281	5.314334
"A_23_P118581"	4.826185	0.65722764	4.4193907	-1.6891321	1.4681169	-0.34463966	-1.710307	-0.32656372	-0.7709969	2.0521746	-2.4785361	-0.02609241	0.97815526	-1.5457257	-4.345018	-3.6705494	-3.8176842	-4.0732603	0.1628133	0.26081145	0.38047945	-0.26920688	-0.2923082	0.10989821	0.5848056	-2.2985706	-2.9683232	6.5187197	6.7767525	6.710705	7.0268393	1.2007183	0.02609241	1.9550534	-1.0728244	-2.1601338
"A_23_P11859"	-1.4627204	0.5296464	-2.8625126	-0.4673047	-1.0622573	0.002536297	0.2574706	-0.96892405	-0.9007449	0.6680789	-0.7783122	-1.0005612	-0.9218402	-0.94514036	-0.002536297	-0.020513058	0.12639666	0.050195217	0.3992257	0.36014175	0.11097765	0.103793144	0.009750843	-0.074296474	0.5004263	0.31216574	0.3514371	-1.9952269	-0.89549637	-1.1670756	-1.4967413	1.2427604	0.06813455	3.0656521	-0.9717388	1.1294785
"A_23_P1186"	-0.34240437	0.057130814	0.7327261	-0.21540928	-0.62279034	-2.5353746	-2.9998255	-1.8467875	-0.20016241	-0.27791357	-2.410863	-0.05713129	0.17333746	-1.4733677	-0.92412853	-2.2706785	-2.2810287	-2.482194	0.30758572	0.55064964	1.2136354	0.6221771	1.1381698	0.50710773	0.9560504	-3.1677065	-3.4132242	1.5423994	1.5368681	1.385633	1.6655493	7.0684824	5.164932	5.5045476	-0.2556076	2.1217942
"A_23_P118607"	-1.0261029	0.39886105	-1.1653341	-0.053753734	0.14151013	0.74988663	0.59808743	0.6348773	0.6583501	0.46491158	-0.43333328	-0.36181724	-0.51948154	-0.26506126	1.0662671	1.2040616	1.1178476	1.1424791	0.11602414	0.06427491	0.057205796	-0.659984	-0.58917797	-0.4630121	-0.10644519	0.94005215	0.76073754	-1.7379817	-1.8162755	-1.7464026	-1.4835991	-0.010950685	-1.1855766	0.010950685	0.2895881	-3.3718028
"A_23_P118615"	1.723167	1.7532568	0.049676895	-2.0528488	1.4907303	1.3483753	1.7231035	0.69635963	0.66231537	0.49193287	1.1237669	2.5212889	0.8307867	0.63490486	-0.26750088	0.21926403	-0.21225643	-0.5783911	-1.811696	-1.5131521	-0.74884796	-1.8255997	-1.2567835	-1.5299559	-1.504508	-0.49043226	-0.049676895	-0.9635649	-0.31696558	-0.44563437	-1.2619505	3.3594306	2.1848047	3.381332	-2.525404	0.6933856
"A_23_P11862"	1.2517619	-0.022099018	-0.36002874	0.022099018	0.94585466	-0.59141684	-0.70332956	-1.1070533	-0.97370577	0.2784028	-1.0311217	-0.90043974	0.048266888	-0.4871068	-1.0741649	-1.2691083	-1.1303878	-0.92349195	0.13115644	-0.037400246	0.058956623	-0.7991619	-0.2064333	-0.22482347	0.077813625	0.728518	0.7138505	0.67148924	1.2067981	0.75609446	0.6345296	2.104171	3.9997478	2.4605129	-0.16297483	2.3265529
"A_23_P118633"	-1.9439368	-1.2418408	0.22025919	-0.55986166	-0.419271	0.6089177	0.5971055	0.8576331	0.8866582	-0.03549242	0.5929513	0.29375315	0.66581297	0.4687314	-0.21326017	0.23761511	0.022189617	-0.029599667	0.058126926	-6.97E-04	6.97E-04	-0.6730113	-0.66011953	-0.5846143	0.08255339	-0.13579893	-0.24128008	0.74165297	0.5404172	0.5890813	0.32473803	-2.0389025	-0.5218959	-2.0170012	-1.1190991	-4.236298
"A_23_P118643"	2.6900423	1.1698549	1.1918476	1.6992929	1.5754898	0.08897567	0.3734424	-0.25900865	-0.14577317	-0.98491883	-1.3878577	-1.1469767	-0.48598123	-1.0149481	0.33029437	0.20224833	0.26238513	0.27825904	-0.119787455	-0.08897567	-0.24520087	1.0174758	0.52289844	0.41525912	-0.26869035	0.3126886	0.3958156	-0.2666695	-0.15090394	-0.30835176	-0.24889398	-1.3493099	-2.5239358	0.831265	1.6149919	-4.710162
"A_23_P118649"	0.078514814	1.9827101	-0.52106214	0.8310101	1.5947554	-0.25163627	0.106680155	-0.48596168	-0.52868056	-0.7009609	-1.3277614	-1.5798061	-0.40253615	-0.9764068	-0.22705626	0.11945748	-0.22171855	-0.078514814	0.64774776	0.82687116	0.6622422	1.2906716	1.1869147	1.18067	0.6232579	-0.22562289	0.30521798	-1.9709389	-1.4895103	-1.9952028	-1.8380706	0.33787203	-0.83675385	2.2582607	0.34477925	2.8007996
"A_23_P118660"	2.3309202	0.8107443	0.024845123	0.64514923	0.68701077	-0.024845123	0.45791817	-0.15865993	-0.17290783	0.28277588	-0.033919334	-0.27300072	-0.12147045	-0.068182945	0.39677238	0.30123234	0.26881123	0.35801697	-0.58033466	-0.7917137	-1.0446115	-0.26960802	-0.2891941	-0.13612032	-0.5745168	-0.6179848	-0.51952744	0.5875616	0.5369272	0.53218555	0.3736124	0.33788133	-0.83674455	0.3597827	1.7523012	-3.0229707
"A_23_P118675"	0.21032143	0.16696262	1.5895448	-0.72488785	-0.03482294	-1.7190447	-2.2530737	-1.1155124	0.444376	-1.9356861	-3.0305233	-2.691083	-2.1607504	-2.9391909	-0.1462245	-1.5088568	-2.513339	-1.7998495	1.3300896	1.5080509	2.2676497	1.2128496	1.7413702	2.0401888	1.4709291	-2.4263878	-2.8388987	-0.38476038	0.03482294	-0.116122246	0.44590187	7.736187	5.3627214	6.350411	0.4344144	4.8443303
"A_23_P118690"	-0.5883534	-0.44496942	-1.1596606	-0.21735978	-0.18280339	0.9282558	0.71196723	0.6062372	0.6363847	1.1121585	-0.4004042	-0.36639714	-0.11465001	-0.27174878	0.61832404	0.79874873	0.5961597	0.8724048	-0.011126757	-0.038393736	-0.004205465	0.006345511	-0.13171792	0.021104574	-0.20988011	0.5444343	0.637491	-0.17011094	0.6569164	0.004205465	-0.113358736	0.29013586	2.7097414	-1.8780324	-0.2702067	4.276163
"A_23_P118693"	1.2351377	2.3638036	4.8258476	-0.55937123	-0.4969542	2.155585	1.2549264	2.9196012	2.7785146	-0.5975754	0.46880126	1.8698995	2.0918128	0.9865234	-0.94053006	-0.6849053	-0.97413754	-0.9815638	-2.1639721	-1.9178402	-1.1599934	-2.2170403	-1.7058842	-2.014002	-2.0140784	-1.9550221	-1.767297	3.104905	3.3369758	3.0535877	2.983689	3.0093331	4.006652	2.913952	-1.6068685	-0.46880126
